JobKey,JobTitle,Occupation_Code,Job_Family,IndustryKey,ExperienceKey,AIImpactKey,WorkModeKey,SalaryAnalyticsKey,Job_Status,Description,Career_Path_Example
897,Data Scientist 897,19-7125,Technology,24,21,1,3,117,Stable,Description for job 897,Management
898,Nurse 898,91-7926,Marketing,1,31,20,37,85,Stable,Description for job 898,Management
899,Machine Learning Engineer 899,17-4179,Finance,30,19,22,34,22,Stable,Description for job 899,Senior Role
900,Financial Analyst 900,56-4380,Sales,79,28,11,11,5,Transforming,Description for job 900,Management
901,Graphic Designer 901,95-2971,Marketing,97,31,43,43,34,Stable,Description for job 901,Senior Role
902,HR Specialist 902,48-2043,Sales,61,48,8,12,153,Stable,Description for job 902,Specialist
903,Accountant 903,95-9734,Marketing,36,6,39,5,136,Stable,Description for job 903,Management
904,Financial Analyst 904,79-1578,Finance,68,34,15,34,85,Declining,Description for job 904,Management
905,Graphic Designer 905,58-6541,Finance,84,2,10,37,188,Declining,Description for job 905,Specialist
906,AI Specialist 906,82-5277,Technology,68,12,5,17,126,Stable,Description for job 906,Management
907,Software Engineer 907,12-6303,Finance,5,45,19,7,98,Emerging,Description for job 907,Management
908,Data Scientist 908,51-5525,HR,20,26,18,32,153,Emerging,Description for job 908,Specialist
909,Nurse 909,89-9345,HR,61,18,49,9,121,Stable,Description for job 909,Specialist
910,Financial Analyst 910,25-6540,HR,79,36,39,7,198,Declining,Description for job 910,Management
911,Nurse 911,34-8777,Sales,68,25,25,7,59,Declining,Description for job 911,Management
912,Financial Analyst 912,77-3768,Sales,32,8,20,6,191,Emerging,Description for job 912,Specialist
913,AI Specialist 913,56-1159,Technology,79,27,27,38,50,Declining,Description for job 913,Management
914,Customer Service Rep 914,64-7869,Technology,47,50,21,10,1,Transforming,Description for job 914,Management
915,Truck Driver 915,68-6813,Sales,96,27,5,44,134,Declining,Description for job 915,Specialist
916,Marketing Manager 916,35-8982,Marketing,37,39,13,3,148,Emerging,Description for job 916,Specialist
917,Financial Analyst 917,69-5116,Finance,55,6,1,44,156,Transforming,Description for job 917,Management
918,Marketing Manager 918,75-6688,Finance,43,38,23,3,26,Transforming,Description for job 918,Management
919,Marketing Manager 919,40-8683,Finance,36,45,42,14,82,Emerging,Description for job 919,Management
920,HR Specialist 920,31-7290,Operations,80,2,13,43,66,Emerging,Description for job 920,Management
921,Data Scientist 921,50-8336,Operations,69,14,30,39,61,Transforming,Description for job 921,Specialist
922,Sales Director 922,62-1065,Finance,64,31,21,2,106,Stable,Description for job 922,Specialist
923,Data Scientist 923,84-2339,Finance,34,1,43,33,162,Transforming,Description for job 923,Management
924,Accountant 924,78-7327,Marketing,64,45,20,43,10,Transforming,Description for job 924,Management
925,Truck Driver 925,66-8624,Sales,74,49,29,3,153,Stable,Description for job 925,Management
926,Accountant 926,11-8455,Operations,74,32,40,4,104,Emerging,Description for job 926,Senior Role
927,AI Specialist 927,64-6280,Operations,1,13,17,18,31,Emerging,Description for job 927,Senior Role
928,Data Scientist 928,64-5731,Technology,75,15,45,7,3,Transforming,Description for job 928,Specialist
929,Data Scientist 929,68-3312,Sales,17,4,21,21,151,Declining,Description for job 929,Specialist
930,HR Specialist 930,18-1674,Technology,92,34,26,40,20,Declining,Description for job 930,Specialist
931,Financial Analyst 931,87-3606,HR,29,23,20,3,106,Transforming,Description for job 931,Management
932,Truck Driver 932,98-2805,HR,91,16,13,15,197,Transforming,Description for job 932,Specialist
933,Machine Learning Engineer 933,33-2107,Sales,92,40,13,18,111,Emerging,Description for job 933,Management
934,Nurse 934,18-7526,Technology,57,25,38,43,53,Stable,Description for job 934,Senior Role
935,Financial Analyst 935,19-7728,Marketing,87,37,35,17,42,Declining,Description for job 935,Senior Role
936,Marketing Manager 936,86-2332,Sales,43,7,3,49,6,Declining,Description for job 936,Senior Role
937,Financial Analyst 937,35-9970,Sales,77,11,7,18,82,Transforming,Description for job 937,Management
938,Nurse 938,84-8346,Technology,13,14,38,18,58,Emerging,Description for job 938,Management
939,Accountant 939,93-8873,Technology,56,25,50,35,54,Declining,Description for job 939,Specialist
940,Truck Driver 940,38-4200,Operations,31,24,24,28,118,Transforming,Description for job 940,Senior Role
941,Nurse 941,78-6129,Finance,40,26,24,44,199,Stable,Description for job 941,Senior Role
942,Marketing Manager 942,31-9192,Sales,83,29,11,7,53,Emerging,Description for job 942,Management
943,Financial Analyst 943,35-2276,Technology,20,44,36,48,141,Stable,Description for job 943,Senior Role
944,Graphic Designer 944,67-3352,HR,10,7,44,17,15,Transforming,Description for job 944,Senior Role
945,Data Scientist 945,75-9987,Finance,72,41,5,44,145,Stable,Description for job 945,Specialist
946,Graphic Designer 946,46-1582,HR,25,9,27,23,99,Transforming,Description for job 946,Management
947,Truck Driver 947,78-8145,Operations,26,50,8,8,11,Transforming,Description for job 947,Senior Role
948,Software Engineer 948,90-2559,Marketing,50,34,26,38,180,Transforming,Description for job 948,Senior Role
949,Customer Service Rep 949,84-2758,Marketing,52,48,41,23,99,Transforming,Description for job 949,Specialist
950,Financial Analyst 950,22-4470,Finance,18,34,22,7,37,Declining,Description for job 950,Specialist
951,Financial Analyst 951,96-1861,Finance,11,4,1,5,131,Declining,Description for job 951,Senior Role
952,Customer Service Rep 952,31-5007,Operations,30,46,45,39,186,Emerging,Description for job 952,Management
953,HR Specialist 953,95-9960,Finance,13,24,39,24,186,Transforming,Description for job 953,Specialist
954,Accountant 954,69-3484,Technology,45,32,19,15,161,Transforming,Description for job 954,Senior Role
955,HR Specialist 955,70-8234,Finance,87,23,17,28,96,Declining,Description for job 955,Senior Role
956,Marketing Manager 956,71-3839,Technology,80,18,14,37,131,Declining,Description for job 956,Management
957,Accountant 957,39-4901,Operations,53,47,45,4,25,Stable,Description for job 957,Senior Role
958,Marketing Manager 958,94-7963,Sales,87,7,44,36,57,Emerging,Description for job 958,Specialist
959,Graphic Designer 959,45-5422,HR,30,15,24,36,63,Declining,Description for job 959,Senior Role
960,Customer Service Rep 960,61-9849,Marketing,13,45,15,47,8,Emerging,Description for job 960,Senior Role
961,Data Scientist 961,79-9608,Technology,54,27,50,36,163,Emerging,Description for job 961,Specialist
962,Accountant 962,64-7357,Operations,13,38,41,22,165,Declining,Description for job 962,Specialist
963,Marketing Manager 963,91-6736,HR,5,8,6,6,10,Emerging,Description for job 963,Specialist
964,Software Engineer 964,99-4148,Finance,99,47,26,32,95,Emerging,Description for job 964,Specialist
965,AI Specialist 965,74-6124,Finance,83,40,11,14,183,Stable,Description for job 965,Management
966,Sales Director 966,21-3573,Sales,54,40,21,20,43,Transforming,Description for job 966,Specialist
967,Customer Service Rep 967,65-6991,Sales,49,17,9,35,94,Transforming,Description for job 967,Senior Role
968,Customer Service Rep 968,62-7598,Operations,98,19,23,50,188,Declining,Description for job 968,Senior Role
969,Marketing Manager 969,22-8293,Sales,86,28,27,19,159,Stable,Description for job 969,Senior Role
970,Financial Analyst 970,57-1282,Finance,7,17,17,31,107,Declining,Description for job 970,Senior Role
971,Machine Learning Engineer 971,94-5968,Operations,53,38,20,27,20,Declining,Description for job 971,Senior Role
972,Financial Analyst 972,18-3863,HR,43,10,26,10,88,Transforming,Description for job 972,Specialist
973,Software Engineer 973,19-5044,Finance,95,21,4,15,35,Stable,Description for job 973,Specialist
974,AI Specialist 974,34-4750,Operations,74,35,6,19,160,Transforming,Description for job 974,Senior Role
975,Machine Learning Engineer 975,13-6571,Sales,80,9,3,26,116,Emerging,Description for job 975,Senior Role
976,Financial Analyst 976,70-8803,Finance,63,35,34,22,123,Stable,Description for job 976,Senior Role
977,Customer Service Rep 977,49-3338,Technology,61,37,36,10,4,Stable,Description for job 977,Management
978,Accountant 978,82-8157,Sales,68,38,31,45,141,Emerging,Description for job 978,Specialist
979,Data Scientist 979,56-7519,Sales,14,8,44,36,185,Declining,Description for job 979,Management
980,Sales Director 980,79-8962,HR,24,9,1,15,108,Transforming,Description for job 980,Management
981,HR Specialist 981,38-4968,Marketing,87,38,23,40,15,Transforming,Description for job 981,Management
982,Data Scientist 982,24-2384,Finance,77,7,19,45,154,Stable,Description for job 982,Specialist
983,Machine Learning Engineer 983,37-2594,Marketing,11,45,13,27,176,Transforming,Description for job 983,Senior Role
984,Accountant 984,14-5453,Technology,86,35,2,31,137,Declining,Description for job 984,Specialist
985,Truck Driver 985,27-3380,Operations,1,38,15,13,132,Stable,Description for job 985,Senior Role
986,HR Specialist 986,38-4943,Finance,35,8,15,29,22,Declining,Description for job 986,Senior Role
987,Truck Driver 987,12-6831,Operations,5,16,22,36,173,Declining,Description for job 987,Senior Role
988,Software Engineer 988,43-8987,HR,22,27,42,40,6,Emerging,Description for job 988,Specialist
989,Customer Service Rep 989,31-6166,Operations,93,17,12,27,93,Transforming,Description for job 989,Specialist
990,HR Specialist 990,47-7394,Finance,5,50,35,4,27,Transforming,Description for job 990,Specialist
991,Truck Driver 991,52-4741,Sales,41,14,17,49,138,Declining,Description for job 991,Management
992,Sales Director 992,89-1471,HR,80,1,38,16,181,Declining,Description for job 992,Management
993,Graphic Designer 993,50-8972,Finance,23,26,24,47,146,Declining,Description for job 993,Specialist
994,Accountant 994,53-4105,Marketing,3,8,11,47,129,Declining,Description for job 994,Management
995,Customer Service Rep 995,82-2296,Operations,23,13,7,50,186,Transforming,Description for job 995,Specialist
996,Accountant 996,38-7546,Finance,56,49,21,22,125,Stable,Description for job 996,Senior Role
997,Sales Director 997,59-6092,Technology,79,16,22,7,85,Transforming,Description for job 997,Senior Role
998,Truck Driver 998,35-1642,HR,39,7,34,48,49,Declining,Description for job 998,Senior Role
999,Software Engineer 999,13-3680,HR,38,24,41,40,60,Transforming,Description for job 999,Specialist
1000,Accountant 1000,32-4002,Technology,22,37,26,22,94,Transforming,Description for job 1000,Senior Role
1001,Graphic Designer 1001,34-3162,Finance,6,18,9,44,50,Declining,Description for job 1001,Specialist
1002,Graphic Designer 1002,39-4087,Marketing,10,40,16,27,62,Declining,Description for job 1002,Management
1003,Financial Analyst 1003,32-5570,Marketing,24,1,6,7,69,Declining,Description for job 1003,Senior Role
1004,Nurse 1004,36-2813,Sales,94,4,35,23,83,Emerging,Description for job 1004,Management
1005,Software Engineer 1005,93-3348,Sales,6,11,2,27,7,Declining,Description for job 1005,Specialist
1006,HR Specialist 1006,73-6883,Finance,63,26,36,7,199,Declining,Description for job 1006,Management
1007,Sales Director 1007,38-5179,Technology,20,32,23,38,59,Stable,Description for job 1007,Specialist
1008,Software Engineer 1008,79-5435,HR,25,19,31,39,55,Declining,Description for job 1008,Specialist
1009,Financial Analyst 1009,45-6626,HR,12,1,35,14,96,Declining,Description for job 1009,Senior Role
1010,Accountant 1010,81-7975,HR,25,35,15,34,41,Emerging,Description for job 1010,Management
1011,Software Engineer 1011,45-6279,Operations,37,25,24,28,47,Stable,Description for job 1011,Management
1012,Graphic Designer 1012,75-7281,Sales,4,5,42,44,119,Transforming,Description for job 1012,Management
1013,Data Scientist 1013,46-2973,Operations,30,15,41,48,92,Declining,Description for job 1013,Management
1014,Nurse 1014,22-7768,Marketing,6,22,17,34,114,Stable,Description for job 1014,Senior Role
1015,Marketing Manager 1015,36-9408,Finance,44,31,48,44,199,Declining,Description for job 1015,Specialist
1016,Customer Service Rep 1016,16-9589,Marketing,27,12,30,40,49,Stable,Description for job 1016,Senior Role
1017,Graphic Designer 1017,25-3593,Marketing,26,44,49,21,196,Emerging,Description for job 1017,Specialist
1018,Accountant 1018,14-6284,HR,3,39,12,39,165,Transforming,Description for job 1018,Senior Role
1019,Customer Service Rep 1019,69-4427,Sales,71,17,42,25,103,Transforming,Description for job 1019,Senior Role
1020,Accountant 1020,31-3632,Marketing,11,47,24,30,53,Stable,Description for job 1020,Specialist
1021,Machine Learning Engineer 1021,42-3397,Finance,42,43,18,25,121,Transforming,Description for job 1021,Specialist
1022,Software Engineer 1022,50-2053,Operations,99,15,29,10,105,Declining,Description for job 1022,Management
1023,Financial Analyst 1023,67-8547,HR,3,43,42,38,106,Declining,Description for job 1023,Senior Role
1024,Truck Driver 1024,14-2968,Sales,88,29,19,35,99,Transforming,Description for job 1024,Senior Role
1025,Truck Driver 1025,81-6396,HR,60,36,48,14,102,Emerging,Description for job 1025,Management
1026,Customer Service Rep 1026,49-2240,HR,23,47,6,45,194,Stable,Description for job 1026,Management
1027,Sales Director 1027,39-9681,Operations,46,23,40,36,106,Transforming,Description for job 1027,Senior Role
1028,Sales Director 1028,51-8670,Sales,38,30,40,13,198,Stable,Description for job 1028,Specialist
1029,Data Scientist 1029,25-3983,Operations,2,18,3,11,40,Declining,Description for job 1029,Specialist
1030,Marketing Manager 1030,59-7838,Sales,68,11,1,21,24,Declining,Description for job 1030,Senior Role
1031,Nurse 1031,51-6858,Operations,36,50,39,47,199,Emerging,Description for job 1031,Management
1032,Nurse 1032,80-2798,HR,72,26,45,25,35,Stable,Description for job 1032,Specialist
1033,Customer Service Rep 1033,55-8415,Sales,80,39,18,4,133,Declining,Description for job 1033,Specialist
1034,Nurse 1034,71-1439,Operations,33,5,26,24,111,Emerging,Description for job 1034,Management
1035,Data Scientist 1035,96-7918,Sales,52,20,13,35,90,Transforming,Description for job 1035,Senior Role
1036,HR Specialist 1036,68-1415,Finance,2,12,23,18,3,Stable,Description for job 1036,Senior Role
1037,Truck Driver 1037,45-7201,Sales,61,34,25,3,187,Declining,Description for job 1037,Management
1038,HR Specialist 1038,66-8693,Marketing,85,49,4,18,25,Stable,Description for job 1038,Senior Role
1039,Truck Driver 1039,92-9758,Finance,35,34,11,13,172,Emerging,Description for job 1039,Management
1040,Data Scientist 1040,63-3184,HR,10,20,46,14,107,Declining,Description for job 1040,Senior Role
1041,Customer Service Rep 1041,84-9125,Sales,67,48,34,21,127,Emerging,Description for job 1041,Management
1042,Customer Service Rep 1042,57-6372,Marketing,3,7,12,17,42,Stable,Description for job 1042,Senior Role
1043,AI Specialist 1043,11-7695,Sales,97,24,5,2,167,Declining,Description for job 1043,Senior Role
1044,AI Specialist 1044,72-6757,Operations,13,49,6,5,139,Emerging,Description for job 1044,Management
1045,Data Scientist 1045,69-9950,Finance,28,16,37,5,142,Emerging,Description for job 1045,Management
1046,Financial Analyst 1046,76-9984,Sales,6,11,11,38,128,Emerging,Description for job 1046,Specialist
1047,Sales Director 1047,55-5931,HR,57,1,36,28,90,Declining,Description for job 1047,Management
1048,Data Scientist 1048,11-3494,HR,65,41,34,7,15,Declining,Description for job 1048,Senior Role
1049,Accountant 1049,63-4227,Technology,78,47,29,28,44,Stable,Description for job 1049,Management
1050,Accountant 1050,75-3279,Technology,71,46,41,27,67,Transforming,Description for job 1050,Management
1051,Financial Analyst 1051,64-4228,Finance,19,38,8,38,61,Stable,Description for job 1051,Management
1052,AI Specialist 1052,14-4440,HR,90,2,49,45,8,Declining,Description for job 1052,Specialist
1053,Graphic Designer 1053,79-3348,Marketing,48,16,43,38,145,Stable,Description for job 1053,Management
1054,Truck Driver 1054,53-8688,Finance,93,47,23,1,167,Declining,Description for job 1054,Specialist
1055,Financial Analyst 1055,67-4539,Sales,11,20,11,49,136,Transforming,Description for job 1055,Management
1056,Data Scientist 1056,57-8985,HR,91,12,19,24,73,Stable,Description for job 1056,Senior Role
1057,Data Scientist 1057,24-7682,Finance,22,9,5,7,194,Transforming,Description for job 1057,Senior Role
1058,Financial Analyst 1058,37-2532,Technology,53,14,44,19,69,Stable,Description for job 1058,Specialist
1059,Nurse 1059,35-7728,Sales,44,39,7,26,109,Transforming,Description for job 1059,Management
1060,Financial Analyst 1060,95-8625,Sales,11,4,42,20,108,Stable,Description for job 1060,Specialist
1061,Software Engineer 1061,74-2634,Marketing,71,31,3,5,67,Emerging,Description for job 1061,Management
1062,Truck Driver 1062,63-8543,HR,23,6,4,30,188,Transforming,Description for job 1062,Specialist
1063,Marketing Manager 1063,31-7514,HR,20,33,40,27,187,Declining,Description for job 1063,Management
1064,Graphic Designer 1064,30-8335,HR,94,28,14,35,133,Transforming,Description for job 1064,Specialist
1065,Customer Service Rep 1065,74-1472,Finance,64,40,29,49,145,Stable,Description for job 1065,Management
1066,Sales Director 1066,13-1518,Sales,1,50,13,46,104,Stable,Description for job 1066,Management
1067,Nurse 1067,91-7157,Marketing,92,13,24,38,175,Stable,Description for job 1067,Management
1068,AI Specialist 1068,35-9674,Marketing,30,48,10,11,12,Declining,Description for job 1068,Management
1069,Customer Service Rep 1069,34-8521,Sales,4,34,25,20,62,Stable,Description for job 1069,Management
1070,Accountant 1070,51-2380,Marketing,7,31,38,47,176,Declining,Description for job 1070,Management
1071,Customer Service Rep 1071,97-1672,Finance,7,49,9,1,116,Transforming,Description for job 1071,Senior Role
1072,Machine Learning Engineer 1072,57-8747,HR,50,3,30,31,109,Emerging,Description for job 1072,Management
1073,Graphic Designer 1073,55-9405,Finance,30,8,4,10,7,Stable,Description for job 1073,Management
1074,Machine Learning Engineer 1074,85-4626,Technology,71,7,37,18,186,Transforming,Description for job 1074,Specialist
1075,Accountant 1075,60-9660,HR,88,16,6,2,99,Declining,Description for job 1075,Specialist
1076,Truck Driver 1076,58-3776,Marketing,81,45,17,13,127,Declining,Description for job 1076,Specialist
1077,Truck Driver 1077,41-4378,Technology,71,10,15,20,81,Stable,Description for job 1077,Management
1078,Financial Analyst 1078,56-5191,Marketing,13,23,1,23,47,Declining,Description for job 1078,Specialist
1079,Truck Driver 1079,91-8012,Sales,83,43,34,43,35,Emerging,Description for job 1079,Management
1080,Nurse 1080,85-5775,HR,53,31,44,12,22,Emerging,Description for job 1080,Specialist
1081,Accountant 1081,40-6182,Finance,98,31,29,33,193,Emerging,Description for job 1081,Senior Role
1082,HR Specialist 1082,74-5120,Operations,78,5,39,9,57,Declining,Description for job 1082,Management
1083,HR Specialist 1083,97-2412,HR,59,32,13,33,176,Stable,Description for job 1083,Senior Role
1084,Marketing Manager 1084,59-1453,Finance,22,6,24,23,141,Emerging,Description for job 1084,Specialist
1085,Marketing Manager 1085,65-6527,Sales,47,20,47,20,171,Declining,Description for job 1085,Senior Role
1086,AI Specialist 1086,99-3188,Operations,80,16,32,50,133,Transforming,Description for job 1086,Management
1087,Nurse 1087,40-3989,Operations,89,48,6,4,153,Declining,Description for job 1087,Specialist
1088,AI Specialist 1088,13-8212,Marketing,91,35,3,28,133,Declining,Description for job 1088,Senior Role
1089,HR Specialist 1089,17-8069,HR,39,41,14,39,116,Emerging,Description for job 1089,Management
1090,Marketing Manager 1090,45-7022,Technology,54,22,2,48,153,Stable,Description for job 1090,Senior Role
1091,AI Specialist 1091,32-1632,HR,3,42,42,19,32,Emerging,Description for job 1091,Management
1092,Truck Driver 1092,17-6211,HR,31,21,42,8,129,Stable,Description for job 1092,Specialist
1093,Sales Director 1093,74-9164,HR,52,40,23,35,42,Declining,Description for job 1093,Specialist
1094,Financial Analyst 1094,79-8590,Operations,79,14,35,6,26,Stable,Description for job 1094,Senior Role
1095,Financial Analyst 1095,94-9878,Marketing,20,16,17,22,127,Emerging,Description for job 1095,Management
1096,Machine Learning Engineer 1096,29-6712,Finance,79,29,35,9,60,Declining,Description for job 1096,Management
1097,Truck Driver 1097,96-6504,Marketing,18,33,50,33,182,Transforming,Description for job 1097,Senior Role
1098,Graphic Designer 1098,95-4054,Finance,83,28,32,33,193,Transforming,Description for job 1098,Specialist
1099,Nurse 1099,50-1578,Finance,65,50,36,5,26,Stable,Description for job 1099,Senior Role
1100,Truck Driver 1100,89-1246,HR,99,25,48,2,169,Stable,Description for job 1100,Management
1101,Graphic Designer 1101,84-5245,HR,96,22,41,40,146,Stable,Description for job 1101,Specialist
1102,AI Specialist 1102,60-4203,HR,81,49,45,41,198,Transforming,Description for job 1102,Specialist
1103,Software Engineer 1103,58-1880,Technology,80,9,47,1,160,Emerging,Description for job 1103,Senior Role
1104,Data Scientist 1104,37-3415,Operations,90,20,21,8,16,Declining,Description for job 1104,Senior Role
1105,Accountant 1105,59-4749,Technology,31,45,49,44,59,Transforming,Description for job 1105,Management
1106,Graphic Designer 1106,34-3343,Sales,42,43,39,50,106,Emerging,Description for job 1106,Management
1107,Machine Learning Engineer 1107,76-7780,Finance,75,17,48,36,199,Transforming,Description for job 1107,Management
1108,Nurse 1108,82-6369,Technology,66,24,37,6,29,Stable,Description for job 1108,Senior Role
1109,Accountant 1109,69-4004,Technology,96,21,10,42,91,Declining,Description for job 1109,Specialist
1110,Marketing Manager 1110,34-1775,Technology,58,18,25,25,70,Stable,Description for job 1110,Specialist
1111,Customer Service Rep 1111,96-5308,HR,34,26,1,48,73,Emerging,Description for job 1111,Senior Role
1112,Customer Service Rep 1112,17-8242,Operations,52,26,5,33,27,Transforming,Description for job 1112,Management
1113,Truck Driver 1113,48-1386,Sales,76,29,10,9,5,Emerging,Description for job 1113,Specialist
1114,HR Specialist 1114,55-2074,Marketing,79,3,23,8,87,Stable,Description for job 1114,Senior Role
1115,Machine Learning Engineer 1115,33-5204,Technology,14,22,45,30,31,Declining,Description for job 1115,Management
1116,Customer Service Rep 1116,39-5517,HR,3,22,47,32,77,Stable,Description for job 1116,Management
1117,Data Scientist 1117,43-1828,Marketing,53,50,19,8,170,Declining,Description for job 1117,Senior Role
1118,AI Specialist 1118,53-7196,Sales,5,26,38,48,86,Declining,Description for job 1118,Specialist
1119,Machine Learning Engineer 1119,75-1923,HR,17,27,23,38,132,Declining,Description for job 1119,Senior Role
1120,Software Engineer 1120,79-9517,Finance,96,30,41,39,154,Declining,Description for job 1120,Specialist
1121,Truck Driver 1121,52-9601,Finance,90,19,7,32,113,Stable,Description for job 1121,Management
1122,Marketing Manager 1122,87-2868,Operations,68,29,13,39,68,Declining,Description for job 1122,Specialist
1123,HR Specialist 1123,22-9156,HR,58,36,27,36,122,Transforming,Description for job 1123,Specialist
1124,Financial Analyst 1124,47-1939,Marketing,89,34,20,21,63,Declining,Description for job 1124,Management
1125,Marketing Manager 1125,93-8790,Operations,88,40,49,6,162,Stable,Description for job 1125,Management
1126,Sales Director 1126,38-1862,HR,83,38,35,1,128,Declining,Description for job 1126,Senior Role
1127,Graphic Designer 1127,57-3486,Operations,52,40,47,37,120,Declining,Description for job 1127,Senior Role
1128,Sales Director 1128,66-2196,Finance,1,26,7,8,82,Transforming,Description for job 1128,Senior Role
1129,Data Scientist 1129,65-2399,Technology,100,41,31,42,30,Stable,Description for job 1129,Specialist
1130,Machine Learning Engineer 1130,76-7644,Technology,58,50,27,35,51,Declining,Description for job 1130,Senior Role
1131,Graphic Designer 1131,59-8568,Technology,75,41,40,12,121,Declining,Description for job 1131,Management
1132,AI Specialist 1132,13-4623,Operations,58,14,39,38,82,Declining,Description for job 1132,Specialist
1133,Customer Service Rep 1133,84-3345,Operations,29,38,41,46,189,Emerging,Description for job 1133,Specialist
1134,Marketing Manager 1134,58-7012,Marketing,9,16,38,48,102,Emerging,Description for job 1134,Specialist
1135,Marketing Manager 1135,88-5997,Sales,4,40,37,3,69,Emerging,Description for job 1135,Senior Role
1136,Customer Service Rep 1136,15-1333,Technology,38,4,43,41,124,Stable,Description for job 1136,Specialist
1137,AI Specialist 1137,85-9552,Sales,5,26,21,42,173,Declining,Description for job 1137,Management
1138,HR Specialist 1138,98-9555,Operations,20,21,47,27,143,Declining,Description for job 1138,Specialist
1139,Accountant 1139,57-7566,Sales,7,6,49,21,40,Emerging,Description for job 1139,Senior Role
1140,Graphic Designer 1140,14-7593,Technology,9,4,6,39,191,Declining,Description for job 1140,Management
1141,Sales Director 1141,80-2974,HR,17,40,35,4,151,Transforming,Description for job 1141,Senior Role
1142,HR Specialist 1142,79-7201,HR,11,22,34,30,7,Emerging,Description for job 1142,Specialist
1143,Accountant 1143,63-4724,Marketing,38,5,43,26,41,Declining,Description for job 1143,Senior Role
1144,Accountant 1144,93-8484,HR,70,13,2,15,113,Emerging,Description for job 1144,Management
1145,Customer Service Rep 1145,48-4254,Operations,56,2,31,24,120,Stable,Description for job 1145,Specialist
1146,Customer Service Rep 1146,49-2622,Technology,1,13,42,25,23,Declining,Description for job 1146,Specialist
1147,AI Specialist 1147,52-2697,Marketing,83,45,42,33,60,Transforming,Description for job 1147,Management
1148,Sales Director 1148,85-3953,Marketing,20,10,22,14,195,Stable,Description for job 1148,Specialist
1149,Customer Service Rep 1149,57-7715,Operations,85,11,26,22,185,Stable,Description for job 1149,Specialist
1150,Data Scientist 1150,88-8752,Finance,26,2,31,2,41,Emerging,Description for job 1150,Management
1151,Customer Service Rep 1151,18-5885,Technology,38,3,24,46,112,Emerging,Description for job 1151,Senior Role
1152,AI Specialist 1152,27-7724,Marketing,3,7,39,38,19,Stable,Description for job 1152,Specialist
1153,Customer Service Rep 1153,33-2146,Sales,90,33,35,10,169,Declining,Description for job 1153,Management
1154,Accountant 1154,36-7154,Finance,62,6,7,9,133,Stable,Description for job 1154,Specialist
1155,Sales Director 1155,27-5865,Sales,78,4,19,42,123,Declining,Description for job 1155,Management
1156,Data Scientist 1156,92-6807,Sales,6,18,29,21,87,Declining,Description for job 1156,Senior Role
1157,HR Specialist 1157,52-3334,Technology,2,1,44,46,38,Declining,Description for job 1157,Specialist
1158,Customer Service Rep 1158,91-8375,Sales,46,35,10,10,38,Transforming,Description for job 1158,Specialist
1159,HR Specialist 1159,13-1651,Operations,79,1,24,44,112,Emerging,Description for job 1159,Management
1160,Graphic Designer 1160,78-1066,HR,98,26,10,33,65,Transforming,Description for job 1160,Management
1161,Software Engineer 1161,38-4119,Operations,6,40,21,30,146,Emerging,Description for job 1161,Senior Role
1162,Data Scientist 1162,34-4155,Sales,81,40,11,44,123,Transforming,Description for job 1162,Senior Role
1163,Graphic Designer 1163,59-5077,HR,48,20,21,8,7,Stable,Description for job 1163,Management
1164,Sales Director 1164,18-6742,Operations,10,15,4,36,25,Stable,Description for job 1164,Senior Role
1165,Nurse 1165,10-8773,Marketing,37,32,16,46,27,Declining,Description for job 1165,Management
1166,AI Specialist 1166,77-6010,Operations,62,42,27,15,4,Transforming,Description for job 1166,Specialist
1167,Machine Learning Engineer 1167,84-5098,Technology,20,39,28,47,146,Transforming,Description for job 1167,Specialist
1168,Machine Learning Engineer 1168,67-5009,Sales,6,49,42,11,23,Declining,Description for job 1168,Specialist
1169,Software Engineer 1169,56-6207,HR,81,8,24,41,3,Transforming,Description for job 1169,Specialist
1170,Sales Director 1170,63-3357,Finance,42,44,10,35,131,Declining,Description for job 1170,Senior Role
1171,Truck Driver 1171,20-2879,HR,58,26,40,35,157,Emerging,Description for job 1171,Senior Role
1172,Accountant 1172,81-4809,Finance,33,31,48,47,180,Transforming,Description for job 1172,Senior Role
1173,Software Engineer 1173,36-5404,Finance,90,23,31,49,58,Transforming,Description for job 1173,Senior Role
1174,Data Scientist 1174,21-1129,Finance,43,5,10,32,74,Transforming,Description for job 1174,Senior Role
1175,Customer Service Rep 1175,80-3223,HR,44,34,9,17,108,Stable,Description for job 1175,Management
1176,Software Engineer 1176,37-2313,HR,10,26,11,11,139,Stable,Description for job 1176,Specialist
1177,AI Specialist 1177,96-2680,Technology,65,10,7,24,138,Declining,Description for job 1177,Management
1178,Marketing Manager 1178,75-9129,Sales,77,4,9,30,143,Transforming,Description for job 1178,Senior Role
1179,HR Specialist 1179,30-5170,HR,39,36,48,33,123,Stable,Description for job 1179,Specialist
1180,Financial Analyst 1180,54-1989,Sales,11,43,29,42,38,Transforming,Description for job 1180,Management
1181,Graphic Designer 1181,65-7164,Technology,41,33,16,35,100,Declining,Description for job 1181,Management
1182,Customer Service Rep 1182,72-3843,HR,33,29,36,45,78,Stable,Description for job 1182,Senior Role
1183,Financial Analyst 1183,63-3843,Finance,56,19,5,21,181,Emerging,Description for job 1183,Senior Role
1184,Customer Service Rep 1184,95-3818,Sales,20,24,8,26,187,Emerging,Description for job 1184,Specialist
