CompanyKey,CompanyName,CompanySize,Primary_Industry,Headquarters_LocationKey,Stock_Ticker,Website_URL,AI_Maturity_Level,Annual_Revenue_USD,Employee_Count,Founding_Year,Is_Public
1584,Company 1584 Inc.,201-500,Finance,496,YIC,http://www.company1584.com,Explorer,79726516140,111206,1986,False
1585,Company 1585 Inc.,1-50,Transportation,428,ZIC,http://www.company1585.com,Explorer,32294193203,1323,2006,False
1586,Company 1586 Inc.,501-1000,Media,522,AJC,http://www.company1586.com,Explorer,34273677610,147871,1972,False
1587,Company 1587 Inc.,201-500,Retail,54,BJC,http://www.company1587.com,Leader,5140172629,54960,2002,True
1588,Company 1588 Inc.,"5001-10,000",Manufacturing,232,CJC,http://www.company1588.com,Leader,95434345251,130798,2007,False
1589,Company 1589 Inc.,501-1000,Healthcare,171,DJC,http://www.company1589.com,Leader,36313837923,191865,2014,False
1590,Company 1590 Inc.,1-50,Technology,825,EJC,http://www.company1590.com,Leader,73071654198,190039,1972,False
1591,Company 1591 Inc.,"10,001+",Technology,516,FJC,http://www.company1591.com,Explorer,87088789975,158802,1957,False
1592,Company 1592 Inc.,201-500,Manufacturing,807,GJC,http://www.company1592.com,Exploiter,60685449530,162953,1974,False
1593,Company 1593 Inc.,51-200,Transportation,146,HJC,http://www.company1593.com,Exploiter,50835636635,160986,1989,False
1594,Company 1594 Inc.,1001-5000,Manufacturing,133,IJC,http://www.company1594.com,Leader,48134528305,59819,1964,True
1595,Company 1595 Inc.,"5001-10,000",Finance,485,JJC,http://www.company1595.com,Exploiter,38907122416,199617,2010,True
1596,Company 1596 Inc.,51-200,Finance,15,KJC,http://www.company1596.com,Explorer,39744861995,158172,1972,False
1597,Company 1597 Inc.,51-200,Media,369,LJC,http://www.company1597.com,Exploiter,96871790910,22808,2010,True
1598,Company 1598 Inc.,501-1000,Transportation,696,MJC,http://www.company1598.com,Exploiter,73257778587,108428,1998,False
1599,Company 1599 Inc.,"10,001+",Finance,935,NJC,http://www.company1599.com,Explorer,67983723736,30959,2004,True
1600,Company 1600 Inc.,"10,001+",Media,891,OJC,http://www.company1600.com,Exploiter,13248680143,188721,1980,True
1601,Company 1601 Inc.,"10,001+",Transportation,212,PJC,http://www.company1601.com,Exploiter,24742833250,77926,1983,False
1602,Company 1602 Inc.,1-50,Education,461,QJC,http://www.company1602.com,Exploiter,56511529233,136230,1964,True
1603,Company 1603 Inc.,1001-5000,Transportation,109,RJC,http://www.company1603.com,Leader,9061801408,57125,1955,False
1604,Company 1604 Inc.,51-200,Finance,72,SJC,http://www.company1604.com,Explorer,33748735845,60191,1954,False
1605,Company 1605 Inc.,51-200,Finance,288,TJC,http://www.company1605.com,Explorer,51934408095,11186,1983,True
1606,Company 1606 Inc.,"5001-10,000",Healthcare,439,UJC,http://www.company1606.com,Leader,50011151091,173849,1994,True
1607,Company 1607 Inc.,501-1000,Manufacturing,564,VJC,http://www.company1607.com,Exploiter,27566187423,29451,1967,True
1608,Company 1608 Inc.,"5001-10,000",Manufacturing,953,WJC,http://www.company1608.com,Explorer,96173742494,132662,1996,False
1609,Company 1609 Inc.,1001-5000,Finance,149,XJC,http://www.company1609.com,Exploiter,27114735956,70733,1988,False
1610,Company 1610 Inc.,1-50,Technology,546,YJC,http://www.company1610.com,Explorer,58960418441,157632,2008,False
1611,Company 1611 Inc.,201-500,Technology,81,ZJC,http://www.company1611.com,Explorer,42987085426,74077,2004,True
1612,Company 1612 Inc.,"10,001+",Media,332,AKC,http://www.company1612.com,Exploiter,15029270522,175130,2013,True
1613,Company 1613 Inc.,51-200,Transportation,815,BKC,http://www.company1613.com,Explorer,34946149450,23472,2018,True
1614,Company 1614 Inc.,201-500,Technology,649,CKC,http://www.company1614.com,Explorer,75772751156,71823,1997,True
1615,Company 1615 Inc.,"10,001+",Finance,868,DKC,http://www.company1615.com,Leader,27542179953,163912,1989,True
1616,Company 1616 Inc.,201-500,Transportation,634,EKC,http://www.company1616.com,Explorer,36956017620,97340,1981,True
1617,Company 1617 Inc.,51-200,Education,841,FKC,http://www.company1617.com,Exploiter,34371049396,77494,1988,False
1618,Company 1618 Inc.,"5001-10,000",Technology,664,GKC,http://www.company1618.com,Exploiter,75289507007,25341,1973,False
1619,Company 1619 Inc.,51-200,Retail,781,HKC,http://www.company1619.com,Leader,8770892805,183621,1964,False
1620,Company 1620 Inc.,51-200,Education,502,IKC,http://www.company1620.com,Exploiter,13337793029,135929,1970,False
1621,Company 1621 Inc.,1001-5000,Media,102,JKC,http://www.company1621.com,Leader,94495999618,198271,1960,False
1622,Company 1622 Inc.,501-1000,Education,688,KKC,http://www.company1622.com,Exploiter,49785701633,135161,2015,True
1623,Company 1623 Inc.,1001-5000,Media,335,LKC,http://www.company1623.com,Explorer,20048832403,91493,1961,False
1624,Company 1624 Inc.,1001-5000,Finance,199,MKC,http://www.company1624.com,Explorer,8779273558,170544,1961,False
1625,Company 1625 Inc.,501-1000,Healthcare,880,NKC,http://www.company1625.com,Exploiter,5061921367,98479,1988,False
1626,Company 1626 Inc.,51-200,Finance,310,OKC,http://www.company1626.com,Leader,73728649972,193379,1969,False
1627,Company 1627 Inc.,1-50,Retail,894,PKC,http://www.company1627.com,Exploiter,22648420717,11631,1961,True
1628,Company 1628 Inc.,"5001-10,000",Healthcare,210,QKC,http://www.company1628.com,Leader,97904077316,161165,1960,False
1629,Company 1629 Inc.,51-200,Education,344,RKC,http://www.company1629.com,Exploiter,90814730735,140765,1995,False
1630,Company 1630 Inc.,1-50,Education,214,SKC,http://www.company1630.com,Exploiter,53090569813,166339,2007,True
1631,Company 1631 Inc.,1-50,Retail,927,TKC,http://www.company1631.com,Leader,64899607613,33795,2006,True
1632,Company 1632 Inc.,501-1000,Finance,507,UKC,http://www.company1632.com,Explorer,99832653944,106092,2006,False
1633,Company 1633 Inc.,"5001-10,000",Transportation,843,VKC,http://www.company1633.com,Leader,92117382021,52999,1958,False
1634,Company 1634 Inc.,1-50,Technology,433,WKC,http://www.company1634.com,Leader,77099487125,11519,1968,True
1635,Company 1635 Inc.,501-1000,Retail,764,XKC,http://www.company1635.com,Explorer,37709005379,148454,2006,False
1636,Company 1636 Inc.,"5001-10,000",Education,384,YKC,http://www.company1636.com,Exploiter,62728384605,74639,2001,True
1637,Company 1637 Inc.,51-200,Manufacturing,283,ZKC,http://www.company1637.com,Explorer,87276736021,47210,1951,False
1638,Company 1638 Inc.,201-500,Media,884,ALC,http://www.company1638.com,Leader,82096769955,72325,1983,False
1639,Company 1639 Inc.,1001-5000,Technology,236,BLC,http://www.company1639.com,Explorer,91137411399,9220,2001,True
1640,Company 1640 Inc.,201-500,Healthcare,261,CLC,http://www.company1640.com,Leader,25659198488,178192,1950,True
1641,Company 1641 Inc.,201-500,Retail,402,DLC,http://www.company1641.com,Explorer,25449919205,60687,2019,False
1642,Company 1642 Inc.,51-200,Manufacturing,67,ELC,http://www.company1642.com,Leader,64524652141,158514,1967,True
1643,Company 1643 Inc.,1-50,Healthcare,685,FLC,http://www.company1643.com,Explorer,10557253505,134903,1998,True
1644,Company 1644 Inc.,"10,001+",Technology,577,GLC,http://www.company1644.com,Explorer,18485823119,151597,1971,True
1645,Company 1645 Inc.,1-50,Retail,547,HLC,http://www.company1645.com,Explorer,37057213109,18914,1960,True
1646,Company 1646 Inc.,501-1000,Transportation,714,ILC,http://www.company1646.com,Exploiter,7848039712,30924,1981,False
1647,Company 1647 Inc.,1-50,Education,52,JLC,http://www.company1647.com,Exploiter,66713454071,146221,1982,True
1648,Company 1648 Inc.,1-50,Transportation,463,KLC,http://www.company1648.com,Explorer,83132272845,198435,2015,False
1649,Company 1649 Inc.,51-200,Manufacturing,813,LLC,http://www.company1649.com,Exploiter,82769725168,171635,1955,False
1650,Company 1650 Inc.,501-1000,Transportation,544,MLC,http://www.company1650.com,Exploiter,83833031874,159814,2017,True
1651,Company 1651 Inc.,1001-5000,Manufacturing,211,NLC,http://www.company1651.com,Explorer,91648765474,108267,1950,True
1652,Company 1652 Inc.,"5001-10,000",Healthcare,977,OLC,http://www.company1652.com,Explorer,9192249426,42576,1984,False
1653,Company 1653 Inc.,501-1000,Transportation,18,PLC,http://www.company1653.com,Explorer,46350801911,146723,1996,True
1654,Company 1654 Inc.,"10,001+",Education,559,QLC,http://www.company1654.com,Exploiter,18093700334,84026,1971,False
1655,Company 1655 Inc.,1001-5000,Media,801,RLC,http://www.company1655.com,Leader,44354650328,153497,1964,False
1656,Company 1656 Inc.,1-50,Media,441,SLC,http://www.company1656.com,Leader,70509770995,191314,2011,False
1657,Company 1657 Inc.,"5001-10,000",Manufacturing,971,TLC,http://www.company1657.com,Exploiter,30029156361,81893,1998,False
1658,Company 1658 Inc.,1001-5000,Manufacturing,802,ULC,http://www.company1658.com,Exploiter,47513025756,124851,1959,True
1659,Company 1659 Inc.,51-200,Manufacturing,469,VLC,http://www.company1659.com,Exploiter,5654827894,194453,2005,True
1660,Company 1660 Inc.,"5001-10,000",Media,636,WLC,http://www.company1660.com,Exploiter,10152967094,150191,2005,True
1661,Company 1661 Inc.,"10,001+",Healthcare,247,XLC,http://www.company1661.com,Leader,17887944618,146526,2004,True
1662,Company 1662 Inc.,51-200,Manufacturing,230,YLC,http://www.company1662.com,Explorer,31794390038,50864,1996,True
1663,Company 1663 Inc.,501-1000,Retail,39,ZLC,http://www.company1663.com,Leader,30950708958,167411,2006,False
1664,Company 1664 Inc.,201-500,Healthcare,907,AMC,http://www.company1664.com,Leader,67275958260,65571,1990,True
1665,Company 1665 Inc.,501-1000,Manufacturing,41,BMC,http://www.company1665.com,Leader,22307261425,73365,1990,False
1666,Company 1666 Inc.,201-500,Education,114,CMC,http://www.company1666.com,Leader,61071467414,197175,2016,False
1667,Company 1667 Inc.,501-1000,Technology,260,DMC,http://www.company1667.com,Explorer,48331574158,37015,1979,False
1668,Company 1668 Inc.,"5001-10,000",Media,471,EMC,http://www.company1668.com,Leader,14299056521,39099,2015,True
1669,Company 1669 Inc.,"10,001+",Transportation,743,FMC,http://www.company1669.com,Exploiter,66862759774,3737,2003,True
1670,Company 1670 Inc.,1-50,Healthcare,882,GMC,http://www.company1670.com,Exploiter,55299779599,133653,1952,True
1671,Company 1671 Inc.,1001-5000,Retail,939,HMC,http://www.company1671.com,Leader,54575043354,63656,1966,False
1672,Company 1672 Inc.,501-1000,Manufacturing,640,IMC,http://www.company1672.com,Exploiter,88231942496,43292,1999,True
1673,Company 1673 Inc.,201-500,Transportation,332,JMC,http://www.company1673.com,Leader,77039097183,113481,1965,True
1674,Company 1674 Inc.,201-500,Healthcare,996,KMC,http://www.company1674.com,Explorer,88758274819,28093,1974,False
1675,Company 1675 Inc.,"10,001+",Finance,938,LMC,http://www.company1675.com,Explorer,99312515483,62064,1964,True
1676,Company 1676 Inc.,1-50,Retail,395,MMC,http://www.company1676.com,Explorer,18897308757,23931,1995,False
1677,Company 1677 Inc.,201-500,Healthcare,520,NMC,http://www.company1677.com,Exploiter,35005564461,32422,2013,True
1678,Company 1678 Inc.,"5001-10,000",Transportation,64,OMC,http://www.company1678.com,Leader,66711997822,65393,1974,False
1679,Company 1679 Inc.,201-500,Healthcare,69,PMC,http://www.company1679.com,Exploiter,54779022763,126023,1956,False
1680,Company 1680 Inc.,201-500,Technology,883,QMC,http://www.company1680.com,Leader,8509464307,81154,2006,False
1681,Company 1681 Inc.,1001-5000,Healthcare,794,RMC,http://www.company1681.com,Exploiter,24091592363,44815,1989,True
1682,Company 1682 Inc.,501-1000,Healthcare,813,SMC,http://www.company1682.com,Leader,62410021393,169646,1959,True
1683,Company 1683 Inc.,"10,001+",Technology,845,TMC,http://www.company1683.com,Explorer,97754780069,1123,1989,False
1684,Company 1684 Inc.,1001-5000,Manufacturing,293,UMC,http://www.company1684.com,Explorer,28467385559,65964,2003,True
1685,Company 1685 Inc.,"10,001+",Retail,823,VMC,http://www.company1685.com,Exploiter,59867222715,98256,1981,False
1686,Company 1686 Inc.,"5001-10,000",Manufacturing,744,WMC,http://www.company1686.com,Explorer,81413829257,152466,1963,True
1687,Company 1687 Inc.,51-200,Manufacturing,366,XMC,http://www.company1687.com,Leader,35515323319,99818,1972,False
1688,Company 1688 Inc.,"5001-10,000",Transportation,37,YMC,http://www.company1688.com,Leader,13265572915,187544,1987,True
1689,Company 1689 Inc.,"5001-10,000",Media,740,ZMC,http://www.company1689.com,Leader,69684626740,152580,2010,True
1690,Company 1690 Inc.,"10,001+",Manufacturing,211,ANC,http://www.company1690.com,Exploiter,9521314378,313,2010,True
1691,Company 1691 Inc.,501-1000,Transportation,940,BNC,http://www.company1691.com,Leader,95134774920,42524,1960,False
1692,Company 1692 Inc.,51-200,Finance,956,CNC,http://www.company1692.com,Explorer,33778296706,52307,1980,False
1693,Company 1693 Inc.,"5001-10,000",Media,248,DNC,http://www.company1693.com,Leader,9965487378,179261,1982,False
1694,Company 1694 Inc.,1001-5000,Media,517,ENC,http://www.company1694.com,Leader,73352007229,82005,2011,False
1695,Company 1695 Inc.,501-1000,Retail,289,FNC,http://www.company1695.com,Exploiter,35978934407,119760,1989,False
1696,Company 1696 Inc.,1001-5000,Retail,326,GNC,http://www.company1696.com,Explorer,17572622708,156181,2008,True
1697,Company 1697 Inc.,1-50,Education,470,HNC,http://www.company1697.com,Exploiter,97233630461,187675,1955,True
1698,Company 1698 Inc.,1001-5000,Manufacturing,279,INC,http://www.company1698.com,Explorer,77495910851,118868,1972,True
1699,Company 1699 Inc.,"10,001+",Retail,106,JNC,http://www.company1699.com,Exploiter,13738056211,116272,1996,True
1700,Company 1700 Inc.,51-200,Retail,46,KNC,http://www.company1700.com,Explorer,51794799844,67642,1976,False
1701,Company 1701 Inc.,1001-5000,Transportation,914,LNC,http://www.company1701.com,Explorer,21059993899,109968,2001,False
1702,Company 1702 Inc.,501-1000,Technology,5,MNC,http://www.company1702.com,Exploiter,23948094409,61108,2003,True
1703,Company 1703 Inc.,"5001-10,000",Healthcare,911,NNC,http://www.company1703.com,Leader,20515160852,2332,1973,False
1704,Company 1704 Inc.,1001-5000,Healthcare,141,ONC,http://www.company1704.com,Explorer,9227908892,170483,1999,True
1705,Company 1705 Inc.,1-50,Manufacturing,325,PNC,http://www.company1705.com,Explorer,61824955376,132073,1991,False
1706,Company 1706 Inc.,1001-5000,Education,154,QNC,http://www.company1706.com,Leader,29913434321,143940,1982,True
1707,Company 1707 Inc.,51-200,Technology,740,RNC,http://www.company1707.com,Exploiter,65875906041,86142,2016,True
1708,Company 1708 Inc.,"5001-10,000",Education,757,SNC,http://www.company1708.com,Leader,65651382700,90643,1992,True
1709,Company 1709 Inc.,1001-5000,Manufacturing,351,TNC,http://www.company1709.com,Exploiter,33055993469,170547,1982,True
1710,Company 1710 Inc.,1-50,Education,150,UNC,http://www.company1710.com,Explorer,19976161955,54299,1977,True
1711,Company 1711 Inc.,1001-5000,Healthcare,710,VNC,http://www.company1711.com,Explorer,57906770056,199990,2010,True
1712,Company 1712 Inc.,1001-5000,Healthcare,356,WNC,http://www.company1712.com,Leader,74266069494,104373,2006,True
1713,Company 1713 Inc.,1001-5000,Manufacturing,110,XNC,http://www.company1713.com,Exploiter,42400767895,83140,1972,False
1714,Company 1714 Inc.,1001-5000,Healthcare,950,YNC,http://www.company1714.com,Exploiter,55959042197,137449,1981,True
1715,Company 1715 Inc.,1-50,Media,866,ZNC,http://www.company1715.com,Leader,35752156612,45671,1991,True
1716,Company 1716 Inc.,"10,001+",Finance,311,AOC,http://www.company1716.com,Leader,62602446271,198968,2009,False
1717,Company 1717 Inc.,"10,001+",Media,820,BOC,http://www.company1717.com,Leader,83924221255,147906,1975,False
1718,Company 1718 Inc.,51-200,Retail,115,COC,http://www.company1718.com,Leader,99018237000,136962,1974,True
1719,Company 1719 Inc.,1-50,Education,495,DOC,http://www.company1719.com,Leader,90933015345,112137,2019,False
1720,Company 1720 Inc.,501-1000,Manufacturing,513,EOC,http://www.company1720.com,Exploiter,93166722156,64258,1951,False
1721,Company 1721 Inc.,201-500,Healthcare,673,FOC,http://www.company1721.com,Explorer,44203512548,186021,1953,False
1722,Company 1722 Inc.,1001-5000,Retail,69,GOC,http://www.company1722.com,Explorer,9277405185,112639,1999,False
1723,Company 1723 Inc.,51-200,Technology,50,HOC,http://www.company1723.com,Leader,80434448344,5926,2007,False
1724,Company 1724 Inc.,501-1000,Finance,45,IOC,http://www.company1724.com,Exploiter,99822973028,187876,2008,False
1725,Company 1725 Inc.,"10,001+",Retail,554,JOC,http://www.company1725.com,Exploiter,8236343584,65809,2001,True
1726,Company 1726 Inc.,51-200,Media,743,KOC,http://www.company1726.com,Exploiter,70354468179,197568,1952,True
1727,Company 1727 Inc.,1-50,Finance,115,LOC,http://www.company1727.com,Exploiter,19216179058,194127,1967,False
1728,Company 1728 Inc.,"5001-10,000",Technology,659,MOC,http://www.company1728.com,Explorer,64351823313,60421,1994,False
1729,Company 1729 Inc.,"5001-10,000",Education,713,NOC,http://www.company1729.com,Exploiter,12038697217,18245,1981,True
1730,Company 1730 Inc.,"10,001+",Transportation,829,OOC,http://www.company1730.com,Explorer,40332130953,64274,1986,True
1731,Company 1731 Inc.,"5001-10,000",Technology,510,POC,http://www.company1731.com,Leader,2732832712,28554,1966,True
1732,Company 1732 Inc.,"10,001+",Education,125,QOC,http://www.company1732.com,Leader,73265032690,148390,2013,False
1733,Company 1733 Inc.,"5001-10,000",Finance,64,ROC,http://www.company1733.com,Exploiter,84243988791,148654,1973,True
1734,Company 1734 Inc.,501-1000,Media,536,SOC,http://www.company1734.com,Leader,88297210623,11800,1965,True
1735,Company 1735 Inc.,201-500,Retail,399,TOC,http://www.company1735.com,Explorer,58732530673,179975,1983,False
1736,Company 1736 Inc.,1001-5000,Technology,786,UOC,http://www.company1736.com,Explorer,12931789640,83386,1984,False
1737,Company 1737 Inc.,51-200,Media,853,VOC,http://www.company1737.com,Explorer,16544083399,44120,1979,False
1738,Company 1738 Inc.,201-500,Retail,73,WOC,http://www.company1738.com,Explorer,12227730138,197550,1978,True
1739,Company 1739 Inc.,"5001-10,000",Media,104,XOC,http://www.company1739.com,Leader,35567190071,26250,1959,False
1740,Company 1740 Inc.,"5001-10,000",Healthcare,642,YOC,http://www.company1740.com,Exploiter,80445330264,137434,1985,True
1741,Company 1741 Inc.,1001-5000,Media,461,ZOC,http://www.company1741.com,Leader,65020588849,104160,1999,False
1742,Company 1742 Inc.,"5001-10,000",Technology,346,APC,http://www.company1742.com,Exploiter,79273562734,66443,1968,True
1743,Company 1743 Inc.,1-50,Technology,705,BPC,http://www.company1743.com,Leader,62153131949,72286,1997,True
1744,Company 1744 Inc.,201-500,Transportation,282,CPC,http://www.company1744.com,Exploiter,78955363301,138022,2004,True
1745,Company 1745 Inc.,51-200,Media,31,DPC,http://www.company1745.com,Leader,21361947789,120854,2015,True
1746,Company 1746 Inc.,201-500,Transportation,466,EPC,http://www.company1746.com,Explorer,59095990692,6466,1985,True
1747,Company 1747 Inc.,201-500,Education,875,FPC,http://www.company1747.com,Exploiter,786292904,108019,1999,True
1748,Company 1748 Inc.,1001-5000,Manufacturing,301,GPC,http://www.company1748.com,Exploiter,50844541594,193400,2018,False
1749,Company 1749 Inc.,"5001-10,000",Manufacturing,783,HPC,http://www.company1749.com,Leader,22542304709,122025,2016,True
1750,Company 1750 Inc.,1-50,Healthcare,283,IPC,http://www.company1750.com,Exploiter,69113795938,70420,1986,False
1751,Company 1751 Inc.,1001-5000,Finance,264,JPC,http://www.company1751.com,Explorer,74256832866,195293,1996,False
1752,Company 1752 Inc.,1-50,Healthcare,776,KPC,http://www.company1752.com,Exploiter,166701581,189447,1981,False
1753,Company 1753 Inc.,"5001-10,000",Finance,371,LPC,http://www.company1753.com,Explorer,76150237895,175944,1964,True
1754,Company 1754 Inc.,1001-5000,Education,184,MPC,http://www.company1754.com,Exploiter,257694063,39644,2016,True
1755,Company 1755 Inc.,1001-5000,Healthcare,712,NPC,http://www.company1755.com,Exploiter,15632259727,123549,1973,False
1756,Company 1756 Inc.,501-1000,Finance,618,OPC,http://www.company1756.com,Leader,61405668924,39651,1950,False
1757,Company 1757 Inc.,1-50,Healthcare,899,PPC,http://www.company1757.com,Leader,12070183294,114980,1978,True
1758,Company 1758 Inc.,51-200,Retail,870,QPC,http://www.company1758.com,Leader,53141907372,137812,1960,False
1759,Company 1759 Inc.,1001-5000,Technology,17,RPC,http://www.company1759.com,Leader,94021785900,27527,1970,True
1760,Company 1760 Inc.,51-200,Finance,803,SPC,http://www.company1760.com,Explorer,94994302789,137035,1978,True
1761,Company 1761 Inc.,1-50,Technology,71,TPC,http://www.company1761.com,Exploiter,2709770336,76007,1978,False
1762,Company 1762 Inc.,"5001-10,000",Technology,850,UPC,http://www.company1762.com,Explorer,50334780993,160114,1991,False
1763,Company 1763 Inc.,"10,001+",Media,640,VPC,http://www.company1763.com,Leader,90483278130,105635,2009,True
1764,Company 1764 Inc.,501-1000,Finance,662,WPC,http://www.company1764.com,Explorer,14049264569,116575,2005,True
1765,Company 1765 Inc.,201-500,Finance,866,XPC,http://www.company1765.com,Exploiter,85720477026,41391,2004,False
1766,Company 1766 Inc.,"10,001+",Manufacturing,773,YPC,http://www.company1766.com,Exploiter,56775702434,69467,1976,False
1767,Company 1767 Inc.,201-500,Healthcare,574,ZPC,http://www.company1767.com,Leader,45009778478,168036,2010,True
1768,Company 1768 Inc.,"5001-10,000",Technology,672,AQC,http://www.company1768.com,Exploiter,70977448682,190069,1997,True
1769,Company 1769 Inc.,501-1000,Healthcare,378,BQC,http://www.company1769.com,Exploiter,432464784,55556,1971,False
1770,Company 1770 Inc.,201-500,Retail,806,CQC,http://www.company1770.com,Leader,36039974223,94366,1974,False
1771,Company 1771 Inc.,501-1000,Healthcare,110,DQC,http://www.company1771.com,Leader,77162720471,15769,1995,True
1772,Company 1772 Inc.,"10,001+",Retail,766,EQC,http://www.company1772.com,Exploiter,11700309945,86678,2005,True
1773,Company 1773 Inc.,"5001-10,000",Healthcare,33,FQC,http://www.company1773.com,Explorer,1743295891,65935,1951,True
1774,Company 1774 Inc.,51-200,Healthcare,537,GQC,http://www.company1774.com,Leader,76301310230,116316,2005,True
1775,Company 1775 Inc.,201-500,Healthcare,982,HQC,http://www.company1775.com,Explorer,6368933412,67773,2000,True
1776,Company 1776 Inc.,"10,001+",Media,946,IQC,http://www.company1776.com,Exploiter,29445184239,20527,2000,False
1777,Company 1777 Inc.,201-500,Manufacturing,994,JQC,http://www.company1777.com,Leader,16187005451,128984,2017,False
1778,Company 1778 Inc.,"5001-10,000",Retail,568,KQC,http://www.company1778.com,Leader,32876843405,164872,1968,False
1779,Company 1779 Inc.,1-50,Education,356,LQC,http://www.company1779.com,Explorer,65429140054,167637,1981,False
1780,Company 1780 Inc.,51-200,Manufacturing,157,MQC,http://www.company1780.com,Leader,35916693559,139786,1980,True
1781,Company 1781 Inc.,51-200,Finance,97,NQC,http://www.company1781.com,Exploiter,38651328874,111163,1990,True
1782,Company 1782 Inc.,201-500,Healthcare,958,OQC,http://www.company1782.com,Leader,99377914593,197862,1953,True
1783,Company 1783 Inc.,"5001-10,000",Finance,234,PQC,http://www.company1783.com,Exploiter,81380521717,102198,2006,False
1784,Company 1784 Inc.,501-1000,Transportation,823,QQC,http://www.company1784.com,Leader,75768884412,166833,2011,False
1785,Company 1785 Inc.,1001-5000,Healthcare,517,RQC,http://www.company1785.com,Explorer,67675846501,115588,2000,True
1786,Company 1786 Inc.,1001-5000,Healthcare,990,SQC,http://www.company1786.com,Leader,50250700714,19647,1988,False
1787,Company 1787 Inc.,"5001-10,000",Technology,573,TQC,http://www.company1787.com,Exploiter,81637386889,178029,1982,True
1788,Company 1788 Inc.,"5001-10,000",Manufacturing,884,UQC,http://www.company1788.com,Explorer,30967515155,162158,1957,True
1789,Company 1789 Inc.,1001-5000,Education,387,VQC,http://www.company1789.com,Leader,14977065501,67666,1974,False
1790,Company 1790 Inc.,1-50,Media,25,WQC,http://www.company1790.com,Exploiter,94531873949,84126,1967,True
1791,Company 1791 Inc.,"5001-10,000",Retail,326,XQC,http://www.company1791.com,Explorer,76823320208,158311,1999,False
1792,Company 1792 Inc.,1001-5000,Education,694,YQC,http://www.company1792.com,Leader,87802234621,24595,1994,False
1793,Company 1793 Inc.,1-50,Healthcare,737,ZQC,http://www.company1793.com,Exploiter,1590693442,105628,2010,False
1794,Company 1794 Inc.,"10,001+",Education,853,ARC,http://www.company1794.com,Exploiter,39543611907,82936,1971,False
1795,Company 1795 Inc.,501-1000,Media,998,BRC,http://www.company1795.com,Exploiter,83570895635,36280,1976,True
1796,Company 1796 Inc.,1-50,Finance,339,CRC,http://www.company1796.com,Leader,56313406138,170580,1996,False
1797,Company 1797 Inc.,1-50,Transportation,498,DRC,http://www.company1797.com,Exploiter,70785488975,157115,1969,False
1798,Company 1798 Inc.,"5001-10,000",Manufacturing,604,ERC,http://www.company1798.com,Exploiter,78424748407,191227,1970,False
1799,Company 1799 Inc.,"5001-10,000",Healthcare,616,FRC,http://www.company1799.com,Explorer,51535203446,46222,1985,True
1800,Company 1800 Inc.,"5001-10,000",Manufacturing,133,GRC,http://www.company1800.com,Exploiter,55774333669,62551,1996,False
1801,Company 1801 Inc.,201-500,Finance,441,HRC,http://www.company1801.com,Leader,97797702916,133918,1995,True
1802,Company 1802 Inc.,"5001-10,000",Media,472,IRC,http://www.company1802.com,Exploiter,27609414100,144331,2014,False
1803,Company 1803 Inc.,201-500,Technology,189,JRC,http://www.company1803.com,Explorer,69201547878,167197,1985,True
1804,Company 1804 Inc.,201-500,Technology,578,KRC,http://www.company1804.com,Explorer,46758507108,81567,1972,False
1805,Company 1805 Inc.,201-500,Education,390,LRC,http://www.company1805.com,Exploiter,5181840761,115051,1963,False
1806,Company 1806 Inc.,1-50,Healthcare,93,MRC,http://www.company1806.com,Explorer,7560790160,10647,1970,False
1807,Company 1807 Inc.,1-50,Finance,33,NRC,http://www.company1807.com,Exploiter,13223207235,6857,1966,False
1808,Company 1808 Inc.,"5001-10,000",Technology,661,ORC,http://www.company1808.com,Exploiter,85175836948,116837,1955,True
1809,Company 1809 Inc.,1-50,Education,941,PRC,http://www.company1809.com,Exploiter,852332669,81500,1955,True
1810,Company 1810 Inc.,201-500,Healthcare,702,QRC,http://www.company1810.com,Explorer,1141749159,29641,2010,False
1811,Company 1811 Inc.,1001-5000,Education,749,RRC,http://www.company1811.com,Explorer,18544700974,37797,1994,False
1812,Company 1812 Inc.,201-500,Media,138,SRC,http://www.company1812.com,Explorer,50462457327,195768,1983,False
1813,Company 1813 Inc.,"10,001+",Manufacturing,86,TRC,http://www.company1813.com,Leader,49113693334,197916,2010,False
1814,Company 1814 Inc.,201-500,Technology,720,URC,http://www.company1814.com,Explorer,41739540340,35718,1982,True
1815,Company 1815 Inc.,1-50,Manufacturing,234,VRC,http://www.company1815.com,Exploiter,19514568788,169436,1962,True
1816,Company 1816 Inc.,"10,001+",Healthcare,873,WRC,http://www.company1816.com,Exploiter,63830668689,94640,1997,True
1817,Company 1817 Inc.,1-50,Technology,127,XRC,http://www.company1817.com,Exploiter,84215212110,110280,2006,True
1818,Company 1818 Inc.,201-500,Finance,123,YRC,http://www.company1818.com,Explorer,65365946909,37305,1978,True
1819,Company 1819 Inc.,51-200,Manufacturing,887,ZRC,http://www.company1819.com,Exploiter,27417272837,187088,1955,False
1820,Company 1820 Inc.,51-200,Finance,930,ASC,http://www.company1820.com,Exploiter,62719666670,180125,1994,True
1821,Company 1821 Inc.,51-200,Technology,220,BSC,http://www.company1821.com,Exploiter,17304617932,124959,1966,True
1822,Company 1822 Inc.,1001-5000,Transportation,278,CSC,http://www.company1822.com,Explorer,73646788344,156976,2005,True
